ID;PLZ;Region;Strassenname;Anzahl_Mitarbeiter;Jahresumsatz;Verkaufsflaeche
2542;71540;Murrhardt;Fornsbacher Str. 45;190650;63550;381300
2543;74405;Gaildorf;Seestr. 49;142408;71204;640836
2544;75179;Pforzheim-Brötzingen;Rastatter Str. 5;5088;2544;22896
2545;75177;Pforzheim-Nordstadt;Hohenzollernstr. 11;35630;17815;124705
2546;71522;Backnang;Gartenstr. 62;122208;61104;549936
2547;75179;Pforzheim-Arlinger;Arlinger Str. 1;71316;35658;285264
2548;76316;Malsch;Sezanner Str. 39;132496;66248;397488
2549;71679;Asperg;Im Erle 1;229410;76470;688230
2550;71638;Asperg;Im Erle 1;122400;40800;204000
2551;71522;Backnang;Weissacher Str. 81-85;7653;2551;20408
2552;71634;Ludwigsburg-Nord;Reuteallee 23;214368;71456;357280
2553;71696;Möglingen;Schwieberdinger Str. 51;176157;58719;352314
2554;71636;Ludwigsburg-West;Steinbeisstr. 6;5108;2554;15324
2555;71297;Mönsheim;Im Gödelmann 1;132860;66430;664300
2556;71638;Ludwigsburg-Ost;Hindenburgstr. 60;20448;10224;61344
2557;76437;Rastatt;Ettlinger Str. 1;117622;58811;588110
2558;75305;Neuenbürg;Daimlerstr. 1-5;168828;56276;337656
2559;71701;Schwieberdingen;Im Seelach 51;61416;30708;214956
2560;70806;Kornwestheim-Pattonville;John-F.-Kennedy-Allee 2;148480;74240;668160
2561;71686;Pattonville;John-F.-Kennedy-Allee 34;130611;43537;217685
2562;70806;Kornwestheim;Leibnizstr. 3;122976;61488;614880
2563;71686;Remseck;Neckarstr. 120;192225;64075;448525
2564;70825;Korntal-Münchingen;Stuttgarter Str. 94;143584;71792;646128
2565;71364;Winnenden;Waiblinger Str. 46;130815;43605;218025
2566;76456;Kuppenheim;Im Siegen 1;153960;51320;410560
2567;73635;Rudersberg;Im Fuchshau 2;92412;30804;215628
2568;70435;Stuttgart-Zuffenhausen;Adestr. 30;100152;33384;200304
2569;73479;Ellwangen;Haller Str. 73;128450;64225;513800
2570;71254;Ditzingen;Stuttgarter Str. 43;20560;10280;61680
2571;71229;Leonberg-Höfingen;Ditzinger Str. 79;97698;48849;488490
2572;71296;Heimsheim;Mönsheimer Str. 65;23148;7716;54012
2573;73642;Welzheim;Finkenstr. 11;51460;25730;205840
2574;76571;Gaggenau;Berliner Str. 2;84942;28314;226512
2575;70499;Stuttgart-Hausen;Gerlinger Str. 96;54075;18025;108150
2576;70499;Stuttgart-Weilimdorf;Pforzheimer Str. 338-342;15456;7728;77280
2577;75242;Neuhausen;Am Sägewerk 2;77310;38655;270585
2578;76532;Baden-Baden;Wilhelm-Drapp-Str. 25;113432;56716;567160
2579;70376;Stuttgart-Bad Cannstatt;Bottroper Str. 8A;61896;20632;103160
2580;71332;Waiblingen;Devizestr. 9;134160;67080;335400
2581;70469;Stuttgart-Feuerbach;Stuttgarter Str. 32;92916;30972;154860
2582;70372;Stuttgart-Bad Cannstatt;Hofener Str. 126;38730;12910;103280
2583;70839;Gerlingen;Weilimdorfer Str. 18;147231;49077;294462
2584;70736;Fellbach;Stuttgarter Str. 66;139536;46512;232560
2585;75378;Bad Liebenzell;Pforzheimer Str. 12;20680;10340;62040
2586;76532;Baden-Baden;Sinzheimer Str. 79;31032;10344;103440
2587;70372;Stuttgart-Bad Cannstatt;Wildunger Str. 4;124176;62088;496704
2588;70191;Stuttgart-Nord;Rosensteinstr. 55;108696;36232;253624
2589;76593;Gernsbach;Hillaustr. 4;100971;33657;269256
2590;71229;Leonberg-Eltingen;Glemseckstr. 65;31080;10360;103600
2591;71384;Weinstadt;Großheppacher Str. 70;147687;49229;246145
2592;71272;Renningen;Industriestr. 2;25920;12960;77760
2593;73630;Remshalden;Alfred-Klingele-Str. 40;163359;54453;326718
2594;75323;Bad Wildbad;Kurt-Gscheidle-Str. 2;132294;44098;352784
2595;70195;Stuttgart-Botnang;Griegstr. 2;46710;15570;77850
2596;70174;Stuttgart-West;Breitscheidstr. 12;20768;10384;103840
2597;70193;Stuttgart-West;Schwabstr. 91;93492;31164;218148
2598;70182;Stuttgart-West;Schwabstr. 91;155880;77940;701460
2599;71263;Weil der Stadt;Merklinger Str. 28;155940;51980;259900
2600;73660;Urbach;Marktplatz 3;104000;52000;312000
2601;70178;Stuttgart-Mitte;Marienstr. 12;150858;75429;603432
2602;70182;Stuttgart-Mitte;Blumenstr. 18-20;124896;62448;562032
2603;73614;Schorndorf;Heinkelstr. 13;54663;18221;182210
2604;70197;Stuttgart-West;Unter dem Birkenkopf 19;164052;54684;273420
2605;70180;Stuttgart-Ost;Heusteigstr. 41;70335;23445;140670
2606;70178;Stuttgart;Hauptstätter Str. 111;54726;18242;91210
2607;77836;Rheinmünster-Greffern;Unter den Eichen 1;62568;31284;156420
2608;73574;Iggingen-Brainkofen;Osterwiesenstr. 42;146048;73024;365120
2609;70329;Stuttgart-Hedelfingen;Heiligenwiesen 35;226983;75661;756610
2610;73655;Plüderhausen;Bahnhofstr. 6;31320;15660;140940
2611;73557;Mutlangen;An der Stauferklinik 1;62664;31332;187992
2612;73733;Esslingen-Mettingen;Obertürkheimer Str. 82;54852;18284;127988
2613;73547;Lorch;Maierhofstr. 28;125424;41808;334464
2614;73547;Lorch;Hohenstaufenstr. 37;148998;49666;496660
2615;73433;Aalen-Wasseralfingen;Wilhelmstr. 50;26150;13075;78450
2616;73463;Westhausen;Dr.Rudolf-Schieber-Str. 54;31392;15696;125568
2617;70567;Stuttgart-Möhringen;Vaihinger Str. 115;164871;54957;494613
2618;75365;Calw;Stuttgarter Str. 106;141372;70686;565488
2619;71063;Sindelfingen;Leonberger Str. 25;73332;36666;219996
2620;77815;Bühl;Fridolin-Stiegler-Str. 13;136240;68120;544960
2621;73525;Schwäbisch Gmünd;Schwerzerallee 24;104840;52420;471780
2622;73525;Schwäbisch Gmünd;Benzholzstr. 12;31464;15732;141588
2623;73730;Esslingen;Stauffenbergstr. 29;20984;10492;83936
2624;70567;Stuttgart-Fasanenhof;Heigelinstr. 4;86592;28864;202048
2625;73760;Ostfildern-Scharnhauser Park;Edith-Stein-Str. 5;141750;47250;283500
2626;73431;Aalen;Carl-Zeiss-Str. 85;36764;18382;110292
2627;70771;Leinfelden-Echterdingen;Maybachstr. 10;152366;76183;761830
2628;71032;Böblingen;Stuttgarter Str. 68;78840;39420;354780
2629;73776;Altbach;Kieswiesen 16;110418;36806;220836
2630;73540;Heubach;Friedrichstr. 4;47340;15780;126240
2631;73431;Aalen;Ulmer Str. 150;94716;31572;221004
2632;70771;Leinfelden-Echterdingen;Heilbronner Str. 2;15792;5264;31584
2633;73550;Waldstetten;Almenweg 13;36862;18431;147448
2634;73770;Denkendorf;Albstr. 2;55314;18438;147504
2635;71032;Böblingen;Rudolf-Diesel-Str. 5/1;102765;34255;308295
2636;73207;Plochingen;Kronenstr. 6;121256;60628;303140
2637;73262;Reichenbach;Ulmer Str. 41;150309;50103;250515
2638;73098;Rechberghausen;Hauptstr. 14;94968;31656;189936
2639;73061;Ebersbach;Stuttgarter Str. 115;137228;68614;686140
2640;77866;Rheinau-Freistett;Am Glockenloch 3;10560;5280;26400
2641;71139;Ehningen;Bühlallee 2;150537;50179;451611
2642;73441;Bopfingen;Neue Nördlinger Str. 29;237780;79260;713340
2643;73249;Wernau;Gottlieb-Wolfer-Str. 15;111006;37002;296016
2644;70794;Filderstadt-Bernhausen;Nürtinger Str. 87;63456;31728;317280
2645;70771;Leinfelden-Echterdingen;Höfer Äcker 3;55545;18515;129605
2646;73066;Uhingen;Bahnhofstr. 16;15876;5292;42336
2647;73035;Göppingen-Faurndau;Stuttgarter Str. 130;68822;34411;309699
2648;72218;Wildberg;Calwer Str. 55;79440;39720;397200
2649;71088;Holzgerlingen;Olgastr. 2;23841;7947;47682
2650;70794;Filderstadt-Plattenhardt;Heinrich-Hertz-Str. 27;79500;39750;318000
2651;71154;Nufringen;Ferdinand-Porsche-Str. 20;119295;39765;238590
2652;73037;Göppingen-Stadtgebiet;Großeislinger Str. 2;111384;37128;334152
2653;73240;Wendlingen;Taläckerstr. 2;191016;63672;445704
2654;77855;Achern;Fautenbacher Str. 9A;167202;55734;445872
2655;71111;Waldenbuch;Bahnhofstr. 22;116820;58410;525690
2656;73054;Eislingen;Salacher Str. 42;55776;18592;167328
2657;73230;Kirchheim/ Teck;Stuttgarter Str. 134;85024;42512;297584
2658;73084;Salach;Austr. 31;42528;21264;106320
2659;72622;Nürtingen;Oberensinger Str. 11;63816;31908;223356
2660;73230;Kirchheim/ Teck;Jesinger Str. 88;106400;53200;532000
2661;73072;Donzdorf;Poststr. 62;143694;47898;431082
2662;77876;Kappelrodeck;Binzigstr. 26;79860;26620;133100
2663;72213;Altensteig;Bahnhofstr. 44;23967;7989;47934
2664;72622;Nürtingen;Zementwerk 9;117216;58608;351648
2665;73087;Bad Boll;Göppinger Str. 12;143910;47970;383760
2666;77871;Renchen;Vogesenstr. 4;15996;5332;47988
2667;72654;Neckartenzlingen;Karlstr. 5;8001;2667;18669
2668;73235;Weilheim;Baumgartenstr. 3;240120;80040;800400
2669;72202;Nagold;Calwer Str. 42;96084;32028;288252
2670;73329;Kuchen;Im Gewerbepark 18/20;192240;64080;384480
2671;72202;Nagold;Altensteiger Str. 33;64104;32052;256416
2672;77694;Kehl;Königsberger Str. 20;85504;42752;384768
2673;72658;Bempflingen;Austr. 2;10692;5346;32076
2674;71126;Gäufelden;Mötzinger Str. 27;96264;32088;160440
2675;72636;Frickenhausen;In den Gernäckern 16;80250;26750;240750
2676;72285;Pfalzgrafenweiler;Dieselstr. 9;104364;34788;278304
2677;73312;Geislingen an der Steige;Bahnhofstr. 94;200775;66925;401550
2678;77704;Oberkirch;Hammermatt 2;58916;29458;294580
2679;77694;Kehl-Sundheim;Boschstr. 3;128592;64296;642960
2680;72119;Ammerbuch-Pfäffingen;Nagolder Str. 35;201000;67000;603000
2681;73312;Geislingen/ Steige;Neuwiesenstr. 8;128688;42896;214480
2682;72270;Baiersbronn;Saarstr. 11;185058;61686;370116
2683;72555;Metzingen;Max-Eyth-Str. 23;10732;5366;37562
2684;72555;Metzingen;Heerstr. 10;91256;45628;456280
2685;72072;Tübingen;Schweickhardtstr. 11;42960;21480;107400
2686;73342;Bad Dietzenbach-Gosbach;Drackensteiner Str. 125;32232;16116;112812
2687;72108;Rottenburg-Ergenzingen;Mercedesstr. 1;120915;40305;282135
2688;77694;Kehl-Goldscheuer;Römerstr. 90;26880;13440;134400
2689;72760;Reutlingen-Storlach;Storlachstr. 31;5378;2689;24201
2690;72770;Reutlingen-Betzingen;Wannweiler Str. 23;129120;64560;387360
2691;72280;Dornstetten;Hochgerichtstr. 10;113022;56511;452088
2692;72760;Reutlingen-Nordstadt;Emil-Adolff-Str. 15;153444;51148;409184
2693;72108;Rottenburg;Graf-Bentzel-Str. 20;37702;18851;150808
2694;77652;Offenburg;Englerstr. 6-8;242460;80820;808200
2695;72250;Freudenstadt;Wittlensweiler Str. 6;8085;2695;18865
2696;77652;Offenburg;Freiburger Str. 14;129408;43136;215680
2697;72793;Pfullingen;Daimlerstr. 27;89001;29667;178002
2698;72800;Eningen;Pfullinger Str. 2;113316;56658;283290
2699;72574;Bad Urach;Seilerweg 20;86368;43184;302288
2700;72810;Gomaringen;Nehrener Str. 2;37800;18900;94500
2701;72805;Lichtenstein;Siemensstr. 5;81030;27010;216080
2702;72116;Mössingen;Ofterdinger Str. 5;97272;48636;389088
2703;72186;Empfingen;Robert-Bosch-Str. 23/1;210834;70278;351390
2704;77723;Gengenbach;Allmend 3;54080;27040;243360
2705;72172;Sulz;Stuttgarter Str. 11;140660;70330;351650
2706;72525;Münsingen;Hauptstr. 104;140712;70356;422136
2707;72379;Hechingen;Haigerlocher Str. 38;81210;40605;406050
2708;72401;Haigerloch;Owinger Str. 9;178728;59576;595760
2709;72275;Alpirsbach;Freudenstädter Str. 78;37926;18963;170667
2710;72379;Hechingen;Stettener Halde 13;8130;2710;16260
2711;77933;Lahr-Dinglingen;Offenburger Str. 24;16266;5422;54220
2712;77933;Lahr;Geroldsecker Vorstadt 2;70512;35256;352560
2713;72406;Bisingen;Heidelberger Str. 63;113946;37982;379820
2714;78727;Oberndorf/ Neckar;Neckarstr. 19;32568;10856;75992
2715;72351;Geislingen;Oberholzstr. 1;86880;43440;347520
2716;77756;Hausach;In den Brachfeldern 3;179256;59752;478016
2717;72393;Burladingen;Jahnstr. 5;65208;21736;173888
2718;72336;Balingen;Bahnhofstr. 34;114156;57078;399546
2719;72461;Albstadt-Tailfingen;Goethestr. 64;179454;59818;358908
2720;77955;Ettenheim;Am Bahndamm 1A;73440;24480;244800
2721;78713;Schramberg;Schiltachstr. 60;228564;76188;761880
2722;72359;Dotternhausen;Robert-Koch-Str. 1;24498;8166;48996
2723;77977;Rust;Tullastr. 1;196056;65352;392112
2724;72501;Gammertingen;Sigmaringer Str. 44;43584;21792;108960
2725;72458;Albstadt-Ebingen;Theodor-Groz-Straße 74;43600;21800;196200
2726;72458;Albstadt-Ebingen;Theodor-Groz-Str. 74;158108;79054;474324
2727;78658;Zimmern/ Rottweil;Steinhäuslebühl 14;163620;54540;490860
2728;72469;Meßstetten;Im Grund 4;158224;79112;553784
2729;78628;Rottweil;Stadionstr. 10;24561;8187;65496
2730;79341;Kenzingen;Klostermattenstr. 1;155610;51870;259350
2731;78564;Wehingen;Gosheimer Str. 56-64;163860;54620;382340
2732;78098;Triberg;Nußbacher Str. 2;139332;46444;417996
2733;78112;St.Georgen;Im Brudermoos 2;32796;16398;131184
2734;79346;Endingen;Elsässer Str. 1;103892;51946;467514
2735;79331;Teningen;Emmendinger Str. 14;16410;5470;43760
2736;79312;Emmendingen;Kollmarsreuter Str. 55/1;49248;16416;164160
2737;78647;Trossingen;Christian-Messner-Str. 8;38318;19159;191590
2738;79183;Waldkirch;Mauermattenstr. 3;57498;19166;191660
2739;78048;Villingen-Schwenningen;Berliner Str. 2;93126;46563;325941
2740;78549;Spaichingen;Hauptstr. 29;205500;68500;616500
2741;78048;Villingen-Schwenningen;Am Krebsgraben 2;131568;43856;350848
2742;78050;Villingen-Schwenningen;Beim Enggäßle 1;8226;2742;24678
2743;78056;Villingen-Schwenningen;Schützenstr. 42;27430;13715;123435
2744;72488;Sigmaringen;In der Au 4;57624;19208;192080
2745;78054;Villingen-Schwenningen;Villinger Str. 149;109800;54900;549000
2746;78048;Villingen-Schwenningen;Altstadtstr. 11;238902;79634;477804
2747;79211;Denzlingen;Kronenstr. 30;148338;49446;346122
2748;78120;Furtwangen;Joseph-Koepfer-Str. 2;43968;21984;153888
2749;78073;Bad Dürrheim;Carl-Friedrich-Benz-Str. 7/9;115458;57729;288645
2750;79206;Breisach;Zum Kaiserstuhl 2;115500;57750;462000
2751;79104;Freiburg-Herdern;Habsburger Str. 19;247590;82530;577710
2752;78532;Tuttlingen;Ludwigstaler Str. 56;140352;46784;233920
2753;79110;Freiburg-Mooswald;Elsässer Str. 17;99108;49554;396432
2754;79110;Freiburg - Mooswald;Mülhauserstr. Str. 12;137700;68850;550800
2755;79111;Freiburg-Rieselfeld;Geschwister-Scholl-Platz 5;132240;44080;440800
2756;78532;Tuttlingen;Stockacher Str. 118;239772;79924;399620
2757;79115;Freiburg-Haslach;Carl-Kistner-Str. 2;148878;49626;397008
2758;79100;Freiburg-Wiehre;Konrad-Goldmann-Str. 3;22064;11032;110320
2759;78166;Donaueschingen;Villinger Str. 21;93806;46903;469030
2760;78183;Hüfingen;Lindenpark 2;190440;63480;571320
2761;78194;Immendingen;Am Freizeitzentrum 1;248490;82830;745470
2762;78183;Hüfingen;Stettenwinkel 2;207150;69050;345250
2763;79822;Titisee-Neustadt;Donaueschinger Str. 4;165780;82890;414450
2764;79189;Bad Krozingen;Freiburger Str. 27;207300;69100;552800
2765;79843;Löffingen;Studerstr. 2;127190;63595;381570
2766;79868;Feldberg-Bärental;Ignaz-Gfell-Platz 3;33192;16596;149364
2767;78234;Engen;Hegaustr. 3;224127;74709;522963
2768;78333;Stockach;Stadtwall 19;49824;16608;132864
2769;78176;Blumberg;Tevesstr. 1B;224289;74763;598104
2770;79848;Bonndorf;Rothausstr. 8;58170;19390;155120
2771;79395;Neuenburg;Max-Schweinlin-Str. 5;144092;72046;576368
2772;79379;Müllheim;Unterer Brühl 7;155232;77616;465696
2773;79837;St.Blasien;Friedhofstr. 3;55460;27730;194110
2774;78224;Singen;Maggistr. 20;24966;8322;58254
2775;78315;Radolfzell;Lippenwiesen 11;99900;33300;266400
2776;78244;Gottmadingen-Bietingen;Stockenweg 4;224856;74952;674568
2777;78244;Gottmadingen;Hauptstr. 5;58317;19439;97195
2778;78262;Gailingen/ Hochrhein;Im Rheinauer 7;144456;72228;650052
2779;78467;Konstanz-Wollmatingen;Radolfzeller Str. 19;25011;8337;58359
2780;78467;Konstanz;Max-Stromeyer-Str. 15;200160;66720;333600
2781;78337;Öhningen;Höristr. 3A;216918;72306;578448
2782;79807;Lottstetten;Industriestr. 36;75114;25038;250380
2783;79787;Lauchringen;Riedstr. 11;58443;19481;97405
2784;79761;Waldshut-Tiengen;Hebelstr. 2;105792;52896;423168
2785;79650;Schopfheim;Auf der Gänsmatt 20;58485;19495;136465
2786;79761;Waldshut-Tiengen;Robert-Gerwig-Str. 9;66864;22288;222880
2787;79588;Efringen-Kirchen;Im Schlöttle 1;209025;69675;418050
2788;79585;Steinen-Höllstein;Gewerbestr. 8;83640;41820;292740
2789;79790;Küssaberg-Kadelburg;Hauptstr. 22;158973;52991;370937
2790;79539;Lörrach;Tumringer Str. 290;142290;47430;237150
2791;79540;Lörrach;Weiler Str. 26;72566;36283;181415
2792;79576;Weil am Rhein-Haltingen;Im Kränzliacker 6;72592;36296;326664
2793;79725;Laufenburg;Laufenpark 6;167580;83790;754110
2794;79664;Wehr/ Baden;Industriestr. 4;176022;58674;352044
2795;79618;Rheinfelden;Güterstr. 16;27950;13975;83850
2796;79639;Grenzach-Wyhlen;Markgrafenstr. 61;55920;27960;139800
2797;86732;Oettingen;Am Sauereck 1;184602;61534;369204
2798;86720;Nördlingen;Augsburger Str. 65;75546;25182;226638
2799;86650;Wemding;Bahnhofstr. 46;139950;69975;559800
2800;89558;Böhmenkirch;Im Hart 10;145600;72800;509600
2801;89555;Steinheim am Albuch;Königsbronner Str. 30;5602;2801;16806
2802;89520;Heidenheim;In den Seewiesen 66;184932;61644;308220
2803;89564;Nattheim;Daimlerstr. 4;78484;39242;196210
2804;89518;Heidenheim;Am Sägwerk 7;117768;39256;353304
2805;85072;Eichstätt;Weißenburger Str. 43;193545;64515;451605
2806;89542;Herbrechtingen;Zeppelinweg 1;42090;14030;126270
2807;89537;Giengen/ Brenz;Leipziger Str. 4;117894;39298;235788
2808;86609;Donauwörth;Artur-Proeller-Str. 2;146016;73008;657072
2809;89150;Laichingen;Geislinger Str. 57;106742;53371;266855
2810;89420;Höchstädt;Dillinger Str. 54;67440;22480;224800
2811;86641;Rain/ Lech;Neuhofweg 5;50598;25299;126495
2812;89415;Lauingen;Werner-von-Siemens-Str. 1;194028;64676;582084
2813;89423;Gundelfingen;Lauinger Str. 21;84390;42195;210975
2814;89407;Dillingen;Kasernplatz 11;143514;47838;430542
2815;89129;Langenau;Benzstr. 25;135120;45040;270240
2816;89160;Dornstadt;Lerchenbergstr. 18-20;129536;64768;388608
2817;85080;Gaimersheim;Xaver-Ernst-Siedlung 2;84510;42255;295785
2818;86633;Neuburg/ Donau;Nördliche Grünauer Str. 19;157808;78904;394520
2819;86633;Neuburg/ Donau;Am Südpark 12;50742;25371;228339
2820;89143;Blaubeuren;Zementwerkstr. 3;33840;16920;118440
2821;89275;Unterelchingen;Nersinger Str. 26;186186;62062;558558
2822;89075;Ulm-Böfingen;Haslacher Weg 24;90304;45152;316064
2823;89134;Blaustein-Ehrenstein;Max-Hilsenbeck-Str. 4;124212;62106;621060
2824;85092;Kösching;Ingolstädter Str. 104;118608;39536;197680
2825;86637;Wertingen;Industriestr. 2C;16950;8475;59325
2826;85057;Ingolstadt-Nordwest;Permoserstr. 81;96084;48042;384336
2827;89073;Ulm-Oststadt;Wielandstr. 54;8481;2827;19789
2828;89312;Günzburg;Violastr. 11;135744;45248;452480
2829;85057;Ingolstadt;Goethestr. 61;161253;53751;430008
2830;85055;Ingolstadt-Nordost;Goethestr. 61;8490;2830;28300
2831;89077;Ulm-Weststadt;Wörthstr. 59;101916;33972;305748
2832;89312;Günzburg-Denzingen;Geschwister-Scholl-Str. 2;169920;56640;453120
2833;89231;Neu-Ulm;Im Starkfeld 59;237972;79324;793240
2834;89231;Neu-Ulm;Wegenerstr. 5;153036;76518;535626
2835;85057;Ingolstadt;Elisabethstr. 15;56700;28350;198450
2836;85051;Ingolstadt-Süd;Elisabethstr. 15;136128;68064;544512
2837;85053;Ingolstadt-Südost;Eriagstr. 3;127665;42555;212775
2838;89331;Burgau;Siemensstr. 1-5;102168;34056;204336
2839;89155;Erbach;Heinrich-Hammer-Str. 17;68136;22712;158984
2840;85077;Manching;Ingolstädter Str. 57;51120;25560;153360
2841;86405;Meitingen-Herbertshofen;Ulrichstr. 24;153414;51138;409104
2842;85088;Vohburg;Gewerbestr. 23;213150;71050;710500
2843;89284;Pfaffenhofen;Pfaffenhofener Str. 40;125092;62546;375276
2844;86554;Pöttmes;Schrobenhausener Str. 54;196236;65412;523296
2845;89584;Ehingen;Münsinger Str. 33;56900;28450;227600
2846;89250;Senden;Berliner Str. 30;153684;76842;537894
2847;89343;Jettingen-Scheppach;Messerschmittstr. 3;91104;45552;409968
2848;89284;Pfaffenhofen;Von-Hünefeld-Str. 1;56960;28480;170880
2849;86441;Zusmarshausen;Wertinger Str. 37;162393;54131;378917
2850;89264;Weißenhorn;Zeisstr. 2;39900;19950;159600
2851;85084;Reichertshofen;Wackerstr. 1;111189;37063;185315
2852;89597;Munderkingen;Stöcklenstr. 20;62744;31372;282348
2853;86477;Adelsried;Im Moos 2;85590;28530;285300
2854;89269;Vöhringen;Industriestr. 35;111306;37102;296816
2855;85290;Geisenfeld;Nöttinger Str. 21;145605;48535;291210
2856;86529;Schrobenhausen;Bürgermeister-Götz-Str. 22;28560;14280;85680
2857;88471;Laupheim;Ehinger Str. 15;171420;85710;857100
2858;86368;Gersthofen;Senefelder Str. 14;162906;54302;434416
2859;86424;Dinkelscherben;Augsburger Str. 68;34308;17154;85770
2860;86356;Neusäß;Lohwaldstr. 60;171600;57200;457600
2861;88499;Riedlingen;Altheimer Str. 4;214575;71525;643725
2862;84069;Schierling;Leierndorfer Str. 34;22896;11448;80136
2863;86156;Augsburg-Oberhausen;Auerstr. 57A;62986;31493;314930
2864;89257;Illertissen;Friedrich-Ebert-Str. 24;120288;40096;240576
2865;86169;Augsburg;Neuburger Str. 227+229;111735;37245;297960
2866;86551;Aichach;Augsburger Str. 23;171960;85980;515880
2867;86391;Stadtbergen;Wankelstr. 12;114680;57340;401380
2868;86470;Thannhausen;Bgm-Raab-Str. 24;154872;77436;387180
2869;86420;Diedorf;Am Straßfeld 2;28690;14345;100415
2870;88433;Schemmerhofen;Alte Biberacher Str. 53;45920;22960;114800
2871;86153;Augsburg-Innenstadt;Heinrich-von-Buz-Str. 4;57420;28710;258390
2872;86157;Augsburg-Pfersee;Pearl-S.-Buck-Str. 10;120624;40208;361872
2873;86381;Krumbach;Bahnhofstr. 94;74698;37349;186745
2874;86165;Augsburg-Lechhausen;Donaustr. 6;51732;25866;129330
2875;86161;Augsburg-Herrenbach;Reichenberger Str. 41;224250;74750;523250
2876;84048;Mainburg;Freisinger Str. 3;46016;23008;184064
2877;86850;Fischach;Strassacker 2;51786;25893;181251
2878;86199;Augsburg-Göggingen;Eichleitnerstr. 10;120876;40292;362628
2879;85276;Pfaffenhofen;Radlhöfe 3;69096;23032;138192
2880;86316;Friedberg;Augsburger Str. 8;17280;8640;60480
2881;88400;Biberach-Aspach Süd;Hubertus-Liebrecht-Str. 40;112359;37453;187265
2882;86179;Augsburg-Haunstetten;Unterer Talweg 109;132572;66286;331430
2883;88512;Mengen;Dammstr. 17;259470;86490;864900
2884;84056;Rottenburg;Landshuter Str. 88;121128;60564;423948
2885;88400;Biberach;Waldseer Str. 143;28850;14425;100975
2886;86438;Kissing;Münchner Str. 14;121212;60606;424242
2887;86343;Königsbrunn;Guldenstr. 31 1/2;173220;86610;866100
2888;85250;Altomünster;Stumpfenbacher Str. 49;150176;75088;375440
2889;86399;Bobingen;Ziegeleistr. 13;234009;78003;702027
2890;88605;Meßkirch;Am Stachus 9;234090;78030;390150
2891;88416;Ochsenhausen;Güterbahnhof 10;57820;28910;144550
2892;84061;Ergoldsbach;Regensburger Str. 33;17352;8676;60732
2893;88453;Erolzheim;Keplerstr. 17;104148;34716;312444
2894;86415;Mering;Holzgartenstr. 15;11576;5788;34728
2895;88348;Bad Saulgau;Platzstr. 20;43425;14475;86850
2896;88427;Bad Schussenried;Aulendorfer Str. 75;28960;14480;72400
2897;85235;Odelzhausen;Rudolf-Diesel-Str. 9;139056;46352;463520
2898;85229;Markt Indersdorf;Gewerbestr. 1;199962;66654;533232
2899;86830;Schwabmünchen;Kaufbeurer Str. 53;60879;20293;202930
2900;88630;Pfullendorf;Äußerer Mühlweg 14/1;5800;2900;14500
2901;86836;Untermeitingen;Donauring 1;34812;17406;156654
2902;84051;Essenbach;Regensburger Str. 50;182826;60942;487536
2903;88326;Aulendorf;Alte Kiesgrube 15;98702;49351;493510
2904;85354;Freising;Karwendelring 3;113256;37752;377520
2905;84032;Altdorf;Kristallstr. 2;174300;58100;406700
2906;87700;Memmingen-Amendingen;Goldhoferstr. 3;122052;61026;366156
2907;84030;Ergolding;Industriestr. 14B;52326;26163;183141
2908;84032;Landshut;Oberndorfer Str. 34A;191928;63976;639760
2909;84100;Niederaichbach;Luitpoldpark 5;174540;58180;349080
2910;87700;Memmingen;Schlachthofstr. 37;8730;2910;17460
2911;84034;Landshut;Rupprechtstr. 22;168838;84419;675352
2912;88339;Bad Waldsee;Steinenberger Str. 1;116480;58240;291200
2913;84034;Landshut;Stethaimer Str. 43;34956;11652;58260
2914;87719;Mindelheim;Allgäuer Str. 21;43710;14570;145700
2915;85368;Moosburg;Degernpoint S3;17490;8745;52470
2916;84036;Landshut;Ritter-von-Schoch-Str. 20;151632;75816;758160
2917;85356;Freising-Lerchenfeld;Clemensänger Ring 26;96261;32087;320870
2918;87700;Memmingen;Woringer Str. 7;93376;46688;280128
2919;86842;Türkheim;Wörishofer Str. 28;192654;64218;577962
2920;85221;Dachau-West;Ludwig-Dill-Str. 69;43800;14600;146000
2921;82216;Maisach;Maisacher Str. 61;70104;23368;210312
2922;82140;Olching;Hermann-Böcker-Str. 2;40908;20454;102270
2923;86916;Kaufering;Kolpingstr. 10;163688;81844;572908
2924;85221;Dachau-Ost;Keplerstr. 4;157896;78948;789480
2925;82256;Fürstenfeldbruck;Maisacher Str. 122;87750;43875;263250
2926;84036;Kumhausen;Schulstr. 1;61446;20482;204820
2927;88410;Bad Wurzach;Franz-Graf-Str. 7;26343;8781;43905
2928;85386;Eching;Dieselstr. 35;87840;29280;263520
2929;85716;Unterschleißheim;Landshuter Str. 19B;76154;38077;380770
2930;85221;Dachau-Süd;Wettersteinring 7;52740;17580;87900
2931;86825;Bad Wörishofen;Kirchdorfer Str. 77;140688;46896;375168
2932;84130;Dingolfing;Aitrachstr. 6;123144;41048;369432
2933;82256;Fürstenfeldbruck;Kurt-Huber-Ring 17;211176;70392;351960
2934;86899;Landsberg/ Lech;Lechfeldstr. 122;246456;82152;575064
2935;86807;Buchloe;Münchener Str. 45;88050;44025;440250
2936;84130;Dingolfing;Röntgenstr. 1;255432;85144;681152
